subtipo_falla,feature,abs_z_diff
28,flujo_masico_kgs,0.5316209512820376
28,consumo_energia_kwh,0.4552726146857569
28,presion_salida_bar,0.4504337674241281
29,vibracion_rms_mms,2.1633778651255953
29,temperatura_ambiente_c,1.8078967308598535
29,temperatura_entrada_c,1.6313517570028504
29,horas_operacion,1.5480516888163223
29,temperatura_salida_c,1.4186274872842832
29,humedad_relativa_pct,1.4163240838475555
29,presion_entrada_bar,1.072250774247861
29,flujo_masico_kgs,0.9520428260840686
29,velocidad_rpm,0.7304738560218323
29,potencia_kw,0.6646562031126202
30,flujo_masico_kgs,1.5502201505269158
30,horas_operacion,0.8841988727561686
30,temperatura_entrada_c,0.823525350426225
30,humedad_relativa_pct,0.7971592653380881
30,potencia_kw,0.6326204470035529
30,consumo_energia_kwh,0.6098433411216935
30,presion_salida_bar,0.5353560706391614
30,delta_presion_bar,0.43440901602240223
30,temperatura_ambiente_c,0.4310526528514935
30,temperatura_salida_c,0.4122828109153674
31,horas_operacion,1.528499293449558
31,presion_salida_bar,1.3361419372520535
31,presion_entrada_bar,1.1821569816181583
31,temperatura_entrada_c,1.075510757972586
31,vibracion_rms_mms,1.0405219143635536
31,temperatura_ambiente_c,0.9635190313114818
31,delta_presion_bar,0.9357930143683753
31,delta_temp_c,0.8903771884015425
31,humedad_relativa_pct,0.7581567570855238
31,consumo_energia_kwh,0.6549818563996537
32,consumo_energia_kwh,2.434930098024306
32,potencia_kw,1.9033957573484366
32,flujo_masico_kgs,1.678805157869949
32,delta_presion_bar,1.3343124246665954
32,presion_salida_bar,1.2939953126934793
32,vibracion_rms_mms,1.2501042251910128
32,horas_operacion,1.1174791760975633
32,humedad_relativa_pct,0.9774548601536118
32,temperatura_entrada_c,0.7131162743565264
32,temperatura_salida_c,0.6044031582221606
33,vibracion_rms_mms,1.6187752623578826
33,humedad_relativa_pct,1.5137393486263784
33,potencia_kw,1.2889454614196656
33,temperatura_ambiente_c,0.9746992415929918
33,horas_operacion,0.9576889105140068
33,delta_temp_c,0.896456290961156
33,presion_entrada_bar,0.8711700989348451
33,temperatura_entrada_c,0.8529677707114779
33,flujo_masico_kgs,0.7991358920995965
33,consumo_energia_kwh,0.6462982027043888
34,velocidad_rpm,2.389614926770301
34,horas_operacion,1.4111849212489722
34,potencia_kw,1.1985854715970798
34,humedad_relativa_pct,1.0652105037218826
34,delta_presion_bar,1.0470679146464492
34,presion_salida_bar,0.7655898704665922
34,flujo_masico_kgs,0.7290918318708709
34,presion_entrada_bar,0.7002048874699385
34,consumo_energia_kwh,0.6201119887988141
34,delta_temp_c,0.45731042171160086
35,vibracion_rms_mms,2.1708461048158862
35,temperatura_ambiente_c,1.3509184388742463
35,temperatura_entrada_c,1.3111654364007261
35,velocidad_rpm,1.104364801542614
35,potencia_kw,1.098067226145964
35,presion_salida_bar,1.0876655685858378
35,presion_entrada_bar,1.0356153717910954
35,horas_operacion,1.0045472373412523
35,delta_presion_bar,0.734592467935347
35,flujo_masico_kgs,0.5119317725723013
36,temperatura_entrada_c,3.095996850048065
36,delta_temp_c,2.9829558050473395
36,temperatura_ambiente_c,2.791432199253912
36,temperatura_salida_c,1.78965355483444
36,velocidad_rpm,1.4665716550158712
36,presion_entrada_bar,1.0456243963480145
36,flujo_masico_kgs,0.9271155537128872
36,potencia_kw,0.7254520030966424
36,presion_salida_bar,0.524600084304056
36,consumo_energia_kwh,0.5075774160870156
37,presion_entrada_bar,1.787055160353984
37,temperatura_ambiente_c,1.3417079626099155
37,presion_salida_bar,1.0938940428937403
37,temperatura_entrada_c,0.9706221357063721
37,potencia_kw,0.8431174786541262
37,consumo_energia_kwh,0.7176229318879237
37,horas_operacion,0.5673152237086091
37,delta_presion_bar,0.4622596571485885
37,temperatura_salida_c,0.4476844579817078
37,humedad_relativa_pct,0.3730069880914464
38,potencia_kw,1.3870985716836977
38,temperatura_entrada_c,1.364529823167747
38,temperatura_ambiente_c,0.9550019014211981
38,horas_operacion,0.9263376558741951
38,delta_presion_bar,0.9190043059644041
38,presion_salida_bar,0.8259169971929589
38,flujo_masico_kgs,0.6647862020802151
38,delta_temp_c,0.6011047560786161
38,velocidad_rpm,0.484671716920708
38,presion_entrada_bar,0.18776748636309265
39,delta_presion_bar,1.3880090335217115
39,humedad_relativa_pct,1.2943502397057012
39,presion_salida_bar,1.2877047717145882
39,potencia_kw,1.1406396595134956
39,consumo_energia_kwh,1.139231331061706
39,flujo_masico_kgs,0.9809975006572114
39,horas_operacion,0.6559752233889369
39,delta_temp_c,0.6452775662809894
39,temperatura_salida_c,0.6265901782250699
39,velocidad_rpm,0.4266874627861973
40,presion_entrada_bar,1.4543056855827001
40,temperatura_entrada_c,1.3111654364007268
40,humedad_relativa_pct,1.1334648931638713
40,temperatura_ambiente_c,0.854545466545052
40,temperatura_salida_c,0.7406154679529032
40,presion_salida_bar,0.4932094460805908
40,consumo_energia_kwh,0.3918728554115039
40,velocidad_rpm,0.3094103362078416
40,potencia_kw,0.19517686847622945
40,horas_operacion,0.19278571935558939
41,humedad_relativa_pct,1.7185935228049332
41,vibracion_rms_mms,1.229518532760375
41,presion_salida_bar,1.0228729965032552
41,delta_presion_bar,0.9894896232234931
41,horas_operacion,0.9735330929663848
41,potencia_kw,0.703680933699524
41,consumo_energia_kwh,0.6954330161419351
41,velocidad_rpm,0.566460361253379
41,temperatura_ambiente_c,0.4533579208620319
41,temperatura_salida_c,0.25251458135258437
42,presion_entrada_bar,1.7299434754955099
42,consumo_energia_kwh,1.7034891886025574
42,humedad_relativa_pct,1.6698403874892271
42,flujo_masico_kgs,1.5091045126330538
42,vibracion_rms_mms,1.3324469949135627
42,velocidad_rpm,1.279189976152369
42,potencia_kw,1.1665497154880125
42,horas_operacion,0.9880288343589859
42,presion_salida_bar,0.7775418983264859
42,temperatura_ambiente_c,0.6936654709579115
43,presion_entrada_bar,1.1891351535146837
43,potencia_kw,1.137091956732868
43,vibracion_rms_mms,1.0012044894387602
43,humedad_relativa_pct,0.9920808007483235
43,temperatura_salida_c,0.7963473105014429
43,flujo_masico_kgs,0.7458855431232931
43,delta_presion_bar,0.6886911402725764
43,velocidad_rpm,0.6486852116891614
43,delta_temp_c,0.6305532962135325
43,horas_operacion,0.4803407753530024
44,velocidad_rpm,1.9456194289643727
44,temperatura_salida_c,1.73661885155321
44,delta_temp_c,1.7253460824057048
44,vibracion_rms_mms,1.6393784214366423
44,horas_operacion,1.5113066699374031
44,delta_presion_bar,1.3906287379569382
44,presion_salida_bar,1.0385372822794916
44,presion_entrada_bar,0.8698837892485852
44,temperatura_entrada_c,0.5217405425023828
44,potencia_kw,0.4451834834270592
45,vibracion_rms_mms,1.71047516500345
45,consumo_energia_kwh,1.420533949636258
45,flujo_masico_kgs,1.2792306487605807
45,presion_entrada_bar,1.090982513675438
45,delta_temp_c,1.0332892214092235
45,temperatura_salida_c,1.020155655833158
45,horas_operacion,0.9172356787207013
45,potencia_kw,0.7432969480831993
45,delta_presion_bar,0.4415254340634427
45,temperatura_entrada_c,0.3504911584482335
46,presion_entrada_bar,1.0857488847530428
46,vibracion_rms_mms,0.8365364166417826
46,temperatura_salida_c,0.8349746819176245
46,consumo_energia_kwh,0.8293311944038492
46,horas_operacion,0.8124770907080513
46,delta_temp_c,0.7102375812844807
46,flujo_masico_kgs,0.26984444090254855
46,delta_presion_bar,0.25649856499641177
46,humedad_relativa_pct,0.15840218684975024
46,temperatura_ambiente_c,0.15332015642920577
47,temperatura_salida_c,1.3849064697111433
47,delta_temp_c,1.301806784582942
47,flujo_masico_kgs,1.1651492309423988
47,horas_operacion,1.027807845622403
47,potencia_kw,0.843815193534316
47,presion_salida_bar,0.6460075251966644
47,presion_entrada_bar,0.5588969065652722
47,humedad_relativa_pct,0.5533935887595582
47,velocidad_rpm,0.49679201507134385
47,temperatura_ambiente_c,0.4881749393496943
48,delta_temp_c,1.8950920871222077
48,temperatura_salida_c,1.5955001879794273
48,flujo_masico_kgs,1.2247958605630727
48,potencia_kw,1.219280404484074
48,vibracion_rms_mms,1.1752471618068765
48,temperatura_entrada_c,1.1380759010787482
48,velocidad_rpm,0.7071056719267835
48,temperatura_ambiente_c,0.6463918545456077
48,horas_operacion,0.5602359081447806
48,humedad_relativa_pct,0.4558873181281461
49,horas_operacion,1.8834764024358135
49,consumo_energia_kwh,1.6852279446062646
49,delta_presion_bar,1.1531672381674043
49,vibracion_rms_mms,1.1284789638399129
49,presion_salida_bar,1.0486642145167102
49,humedad_relativa_pct,0.5680195293542702
49,velocidad_rpm,0.5084761071188683
49,flujo_masico_kgs,0.2507343556842754
49,presion_entrada_bar,0.199521053894143
49,potencia_kw,0.1259966642539904
50,vibracion_rms_mms,1.4054326317130947
50,consumo_energia_kwh,1.30565569915662
50,horas_operacion,1.0854537009278633
50,humedad_relativa_pct,0.9190421036273536
50,delta_temp_c,0.7284263854854589
50,temperatura_salida_c,0.6631845300930305
50,delta_presion_bar,0.5702998219534637
50,presion_salida_bar,0.524600084304056
50,velocidad_rpm,0.36783079644546374
50,temperatura_entrada_c,0.34692617205869397
51,potencia_kw,1.4469246662410138
51,presion_salida_bar,1.3455777487203895
51,delta_presion_bar,1.315550958922035
51,flujo_masico_kgs,1.3139762582483514
51,temperatura_salida_c,1.0496344392823476
51,humedad_relativa_pct,0.7971592653380885
51,delta_temp_c,0.6825051403903712
51,temperatura_ambiente_c,0.6772694049989114
51,temperatura_entrada_c,0.44997464305707885
51,velocidad_rpm,0.37951488849298814
52,presion_entrada_bar,1.3631312176399826
52,flujo_masico_kgs,1.29949892096178
52,humedad_relativa_pct,1.235937483179443
52,presion_salida_bar,1.146105533018537
52,delta_temp_c,0.9899825447402295
52,temperatura_salida_c,0.9042735415846145
52,horas_operacion,0.7656187638808059
52,potencia_kw,0.6859424197963859
52,delta_presion_bar,0.6731644100012166
52,consumo_energia_kwh,0.5543685517567223
53,consumo_energia_kwh,2.2201972266877195
53,presion_entrada_bar,1.717731674676588
53,potencia_kw,1.5822222246182176
53,delta_temp_c,1.5001513637269344
53,temperatura_salida_c,1.3198498441681021
53,delta_presion_bar,1.235361435243348
53,temperatura_ambiente_c,0.8092415841499271
53,temperatura_entrada_c,0.7977632326766286
53,humedad_relativa_pct,0.6947776811751057
53,flujo_masico_kgs,0.639885181947312
54,temperatura_ambiente_c,2.18017646010675
54,temperatura_entrada_c,1.7785638584291155
54,potencia_kw,1.6679583751500524
54,presion_entrada_bar,1.242757752424895
54,velocidad_rpm,1.1039285954395026
54,flujo_masico_kgs,1.0828917029163945
54,humedad_relativa_pct,0.9969561142798945
54,presion_salida_bar,0.925936598757334
54,delta_temp_c,0.7327570531523581
54,delta_presion_bar,0.49137227640738806
